"zcta5","county","cousubfp","cbsa","metdiv","cntyname","cousubnm","cbsaname","mdivname","zipname","pop10","afact"
"ZIP Census Tabulation Area","county","cousubfp","cbsa","metdiv","cntyname","County Subdivision Name","CBSA Name","Metro Div Name","zipname","Total Pop, 2010 census","zcta5 to metdiv alloc factor"
"65265","29007","68744","33020"," ","Audrain MO","South Fork township","Mexico, MO"," ","Mexico, MO",5431,0.352 
"65265","29007","80152","33020"," ","Audrain MO","Wilson township","Mexico, MO"," ","Mexico, MO",123,0.008 
"65265","29137","68798"," "," ","Monroe MO","South Fork township"," "," ","Mexico, MO",74,0.005 
"65270","29137","74806"," "," ","Monroe MO","Union township"," "," ","Moberly, MO",45,0.003 
"65270","29175","10378","33620"," ","Randolph MO","Cairo township","Moberly, MO"," ","Moberly, MO",189,0.011 
"65270","29175","53318","33620"," ","Randolph MO","North Sugar Creek township","Moberly, MO"," ","Moberly, MO",5994,0.339 
"65270","29175","59654","33620"," ","Randolph MO","Prairie township","Moberly, MO"," ","Moberly, MO",2665,0.151 
"65270","29175","65684","33620"," ","Randolph MO","Salt Springs township","Moberly, MO"," ","Moberly, MO",346,0.02 
"65270","29175","69122","33620"," ","Randolph MO","South Sugar Creek township","Moberly, MO"," ","Moberly, MO",7497,0.424 
"65270","29175","74914","33620"," ","Randolph MO","Union township","Moberly, MO"," ","Moberly, MO",945,0.053 
"65274","29089","25642"," "," ","Howard MO","Franklin township"," "," ","New Franklin, MO",1415,0.827 
"65274","29089","49232"," "," ","Howard MO","Moniteau township"," "," ","New Franklin, MO",295,0.173 
"65275","29137","14464"," "," ","Monroe MO","Clay township"," "," ","Paris, MO",44,0.017 
"65275","29137","35936"," "," ","Monroe MO","Jackson township"," "," ","Paris, MO",2333,0.92 
"65275","29137","36890"," "," ","Monroe MO","Jefferson township"," "," ","Paris, MO",11,0.004 
"65275","29137","68798"," "," ","Monroe MO","South Fork township"," "," ","Paris, MO",112,0.044 
"65275","29137","74806"," "," ","Monroe MO","Union township"," "," ","Paris, MO",12,0.005 
"65275","29137","77596"," "," ","Monroe MO","Washington township"," "," ","Paris, MO",23,0.009 
"65276","29053","14626"," "," ","Cooper MO","Clear Creek township"," "," ","Pilot Grove, MO",399,0.248 
"65276","29053","41150"," "," ","Cooper MO","Lebanon township"," "," ","Pilot Grove, MO",31,0.019 
"65276","29053","55496"," "," ","Cooper MO","Otterville township"," "," ","Pilot Grove, MO",21,0.013 
"65276","29053","56000"," "," ","Cooper MO","Palestine township"," "," ","Pilot Grove, MO",88,0.055 
"65276","29053","57620"," "," ","Cooper MO","Pilot Grove township"," "," ","Pilot Grove, MO",1070,0.665 
"65278","29175","59654","33620"," ","Randolph MO","Prairie township","Moberly, MO"," ","Renick, MO",123,1 
"65279","29019","38045","17860"," ","Boone MO","Katy township","Columbia, MO"," ","Rocheport, MO",1421,0.805 
"65279","29019","57026","17860"," ","Boone MO","Perche township","Columbia, MO"," ","Rocheport, MO",176,0.1 
"65279","29089","49232"," "," ","Howard MO","Moniteau township"," "," ","Rocheport, MO",169,0.096 
"65280","29007","43148","33020"," ","Audrain MO","Linn township","Mexico, MO"," ","Rush Hill, MO",215,0.885 
"65280","29007","59474","33020"," ","Audrain MO","Prairie township","Mexico, MO"," ","Rush Hill, MO",28,0.115 
"65281","29041","03952"," "," ","Chariton MO","Bee Branch township"," "," ","Salisbury, MO",89,0.029 
"65281","29041","13204"," "," ","Chariton MO","Chariton township"," "," ","Salisbury, MO",127,0.041 
"65281","29041","15238"," "," ","Chariton MO","Cockrell township"," "," ","Salisbury, MO",171,0.055 
"65281","29041","38504"," "," ","Chariton MO","Keytesville township"," "," ","Salisbury, MO",33,0.011 
"65281","29041","50924"," "," ","Chariton MO","Musselfork township"," "," ","Salisbury, MO",17,0.005 
"65281","29041","65468"," "," ","Chariton MO","Salisbury township"," "," ","Salisbury, MO",2504,0.808 
"65281","29041","77902"," "," ","Chariton MO","Wayland township"," "," ","Salisbury, MO",157,0.051 
"65282","29137","68798"," "," ","Monroe MO","South Fork township"," "," ","Santa Fe, MO",178,1 
"65283","29137","35126"," "," ","Monroe MO","Indian Creek township"," "," ","Stoutsville, MO",34,0.088 
"65283","29137","35936"," "," ","Monroe MO","Jackson township"," "," ","Stoutsville, MO",13,0.034 
"65283","29137","36890"," "," ","Monroe MO","Jefferson township"," "," ","Stoutsville, MO",310,0.801 
"65283","29137","49358"," "," ","Monroe MO","Monroe township"," "," ","Stoutsville, MO",28,0.072 
"65283","29137","68798"," "," ","Monroe MO","South Fork township"," "," ","Stoutsville, MO",1,0.003 
"65283","29137","77596"," "," ","Monroe MO","Washington township"," "," ","Stoutsville, MO",1,0.003 
"65284","29007","65432","33020"," ","Audrain MO","Saling township","Mexico, MO"," ","Sturgeon, MO",102,0.043 
"65284","29019","07498","17860"," ","Boone MO","Bourbon township","Columbia, MO"," ","Sturgeon, MO",1821,0.771 
"65284","29019","57026","17860"," ","Boone MO","Perche township","Columbia, MO"," ","Sturgeon, MO",292,0.124 
"65284","29019","62840","17860"," ","Boone MO","Rocky Fork township","Columbia, MO"," ","Sturgeon, MO",146,0.062 
"65285","29007","80152","33020"," ","Audrain MO","Wilson township","Mexico, MO"," ","Thompson, MO",695,1 
"65286","29041","73888"," "," ","Chariton MO","Triplett township"," "," ","Triplett, MO",129,1 
"65287","29053","59744"," "," ","Cooper MO","Prairie Home township"," "," ","Wooldridge, MO",32,0.076 
"65287","29053","65306"," "," ","Cooper MO","Saline township"," "," ","Wooldridge, MO",294,0.697 
"65287","29135","43220","27620"," ","Moniteau MO","Linn township","Jefferson City, MO"," ","Wooldridge, MO",96,0.227 
"65301","29159","07642","42740"," ","Pettis MO","Bowling Green township","Sedalia, MO"," ","Sedalia, MO",500,0.015 
"65301","29159","12214","42740"," ","Pettis MO","Cedar township","Sedalia, MO"," ","Sedalia, MO",788,0.023 
"65301","29159","20098","42740"," ","Pettis MO","Dresden township","Sedalia, MO"," ","Sedalia, MO",598,0.017 
"65301","29159","21646","42740"," ","Pettis MO","Elk Fork township","Sedalia, MO"," ","Sedalia, MO",14,0 
"65301","29159","24454","42740"," ","Pettis MO","Flat Creek township","Sedalia, MO"," ","Sedalia, MO",1867,0.054 
"65301","29159","31362","42740"," ","Pettis MO","Heath Creek township","Sedalia, MO"," ","Sedalia, MO",381,0.011 
"65301","29159","33670","42740"," ","Pettis MO","Hughesville township","Sedalia, MO"," ","Sedalia, MO",15,0 
"65301","29159","39926","42740"," ","Pettis MO","Lake Creek township","Sedalia, MO"," ","Sedalia, MO",21,0.001 
"65301","29159","40538","42740"," ","Pettis MO","La Monte township","Sedalia, MO"," ","Sedalia, MO",21,0.001 
"65301","29159","44012","42740"," ","Pettis MO","Longwood township","Sedalia, MO"," ","Sedalia, MO",228,0.007 
"65301","29159","59636","42740"," ","Pettis MO","Prairie township","Sedalia, MO"," ","Sedalia, MO",2279,0.067 
"65301","29159","66458","42740"," ","Pettis MO","Sedalia township","Sedalia, MO"," ","Sedalia, MO",25331,0.739 
"65301","29159","68402","42740"," ","Pettis MO","Smithton township","Sedalia, MO"," ","Sedalia, MO",1959,0.057 
"65301","29159","77650","42740"," ","Pettis MO","Washington township","Sedalia, MO"," ","Sedalia, MO",265,0.008 
"65305","29101","77524","47660"," ","Johnson MO","Washington township","Warrensburg, MO"," ","Whiteman AFB, MO",2538,1 
"65320","29195","02062","32180"," ","Saline MO","Arrow Rock township","Marshall, MO"," ","Arrow Rock, MO",56,1 
"65321","29107","18406","28140"," ","Lafayette MO","Davis township","Kansas City, MO-KS"," ","Blackburn, MO",39,0.094 
"65321","29195","22096","32180"," ","Saline MO","Elmwood township","Marshall, MO"," ","Blackburn, MO",372,0.892 
"65321","29195","28216","32180"," ","Saline MO","Grand Pass township","Marshall, MO"," ","Blackburn, MO",6,0.014 
"65322","29053","06166"," "," ","Cooper MO","Blackwater township"," "," ","Blackwater, MO",336,0.572 
"65322","29053","40502"," "," ","Cooper MO","Lamine township"," "," ","Blackwater, MO",228,0.388 
"65322","29053","57620"," "," ","Cooper MO","Pilot Grove township"," "," ","Blackwater, MO",23,0.039 
"65323","29083","18784"," "," ","Henry MO","Deer Creek township"," "," ","Calhoun, MO",106,0.109 
"65323","29083","41384"," "," ","Henry MO","Leesville township"," "," ","Calhoun, MO",4,0.004 
"65323","29083","70018"," "," ","Henry MO","Springfield township"," "," ","Calhoun, MO",195,0.2 
"65323","29083","72592"," "," ","Henry MO","Tebo township"," "," ","Calhoun, MO",617,0.632 
"65323","29083","80368"," "," ","Henry MO","Windsor township"," "," ","Calhoun, MO",54,0.055 
"65324","29029","00190"," "," ","Camden MO","Adair township"," "," ","Climax Springs, MO",1525,0.933 
"65324","29029","63668"," "," ","Camden MO","Russell township"," "," ","Climax Springs, MO",109,0.067 
"65325","29015","15418"," "," ","Benton MO","Cole township"," "," ","Cole Camp, MO",127,0.04 
"65325","29015","79252"," "," ","Benton MO","White township"," "," ","Cole Camp, MO",56,0.018 
"65325","29015","79936"," "," ","Benton MO","Williams township"," "," ","Cole Camp, MO",2988,0.942 
"65326","29015","26074"," "," ","Benton MO","Fristoe township"," "," ","Edwards, MO",55,0.028 
"65326","29015","74500"," "," ","Benton MO","Union township"," "," ","Edwards, MO",1421,0.712 
"65326","29029","00190"," "," ","Camden MO","Adair township"," "," ","Edwards, MO",520,0.261 
"65327","29107","25858","28140"," ","Lafayette MO","Freedom township","Kansas City, MO-KS"," ","Emma, MO",98,0.432 
"65327","29195","65522","32180"," ","Saline MO","Salt Pond township","Marshall, MO"," ","Emma, MO",129,0.568 
"65329","29141","48170"," "," ","Morgan MO","Mill Creek township"," "," ","Florence, MO",42,0.085 
"65329","29141","61526"," "," ","Morgan MO","Richland township"," "," ","Florence, MO",452,0.915 
"65330","29195","10702","32180"," ","Saline MO","Cambridge township","Marshall, MO"," ","Gilliam, MO",305,0.74 
"65330","29195","14500","32180"," ","Saline MO","Clay township","Marshall, MO"," ","Gilliam, MO",107,0.26 
"65332","29101","36836","47660"," ","Johnson MO","Jefferson township","Warrensburg, MO"," ","Green Ridge, MO",11,0.007 
"65332","29159","21646","42740"," ","Pettis MO","Elk Fork township","Sedalia, MO"," ","Green Ridge, MO",340,0.206 
"65332","29159","29350","42740"," ","Pettis MO","Green Ridge township","Sedalia, MO"," ","Green Ridge, MO",674,0.408 
"65332","29159","59636","42740"," ","Pettis MO","Prairie township","Sedalia, MO"," ","Green Ridge, MO",221,0.134 
"65332","29159","77650","42740"," ","Pettis MO","Washington township","Sedalia, MO"," ","Green Ridge, MO",406,0.246 
"65333","29159","06184","42740"," ","Pettis MO","Blackwater township","Sedalia, MO"," ","Houstonia, MO",35,0.046 
"65333","29159","33274","42740"," ","Pettis MO","Houstonia township","Sedalia, MO"," ","Houstonia, MO",433,0.57 
"65333","29159","33670","42740"," ","Pettis MO","Hughesville township","Sedalia, MO"," ","Houstonia, MO",12,0.016 
"65333","29159","44012","42740"," ","Pettis MO","Longwood township","Sedalia, MO"," ","Houstonia, MO",164,0.216 
"65333","29195","06202","32180"," ","Saline MO","Blackwater township","Marshall, MO"," ","Houstonia, MO",68,0.09 
"65333","29195","42320","32180"," ","Saline MO","Liberty township","Marshall, MO"," ","Houstonia, MO",47,0.062 
"65334","29159","12214","42740"," ","Pettis MO","Cedar township","Sedalia, MO"," ","Hughesville, MO",121,0.129 
"65334","29159","20098","42740"," ","Pettis MO","Dresden township","Sedalia, MO"," ","Hughesville, MO",44,0.047 
"65334","29159","31362","42740"," ","Pettis MO","Heath Creek township","Sedalia, MO"," ","Hughesville, MO",135,0.144 
"65334","29159","33670","42740"," ","Pettis MO","Hughesville township","Sedalia, MO"," ","Hughesville, MO",450,0.481 
"65334","29159","44012","42740"," ","Pettis MO","Longwood township","Sedalia, MO"," ","Hughesville, MO",185,0.198 
"65335","29015","79252"," "," ","Benton MO","White township"," "," ","Ionia, MO (PO Boxes)",131,0.668 
"65335","29159","77650","42740"," ","Pettis MO","Washington township","Sedalia, MO"," ","Ionia, MO (PO Boxes)",65,0.332 
"65336","29101","29620","47660"," ","Johnson MO","Grover township","Warrensburg, MO"," ","Knob Noster, MO",528,0.088 
"65336","29101","36836","47660"," ","Johnson MO","Jefferson township","Warrensburg, MO"," ","Knob Noster, MO",229,0.038 
"65336","29101","49700","47660"," ","Johnson MO","Montserrat township","Warrensburg, MO"," ","Knob Noster, MO",407,0.068 
"65336","29101","68006","47660"," ","Johnson MO","Simpson township","Warrensburg, MO"," ","Knob Noster, MO",42,0.007 
"65336","29101","77524","47660"," ","Johnson MO","Washington township","Warrensburg, MO"," ","Knob Noster, MO",4711,0.788 
"65336","29159","40538","42740"," ","Pettis MO","La Monte township","Sedalia, MO"," ","Knob Noster, MO",64,0.011 
"65337","29159","06184","42740"," ","Pettis MO","Blackwater township","Sedalia, MO"," ","La Monte, MO",201,0.106 
"65337","29159","20098","42740"," ","Pettis MO","Dresden township","Sedalia, MO"," ","La Monte, MO",69,0.036 
"65337","29159","21646","42740"," ","Pettis MO","Elk Fork township","Sedalia, MO"," ","La Monte, MO",65,0.034 
"65337","29159","33274","42740"," ","Pettis MO","Houstonia township","Sedalia, MO"," ","La Monte, MO",3,0.002 
"65337","29159","33670","42740"," ","Pettis MO","Hughesville township","Sedalia, MO"," ","La Monte, MO",43,0.023 
"65337","29159","40538","42740"," ","Pettis MO","La Monte township","Sedalia, MO"," ","La Monte, MO",1518,0.799 
"65338","29015","15418"," "," ","Benton MO","Cole township"," "," ","Lincoln, MO",956,0.314 
"65338","29015","53142"," "," ","Benton MO","North Lindsey township"," "," ","Lincoln, MO",90,0.03 
"65338","29015","79252"," "," ","Benton MO","White township"," "," ","Lincoln, MO",1923,0.631 
"65338","29015","79936"," "," ","Benton MO","Williams township"," "," ","Lincoln, MO",77,0.025 
"65339","29195","22096","32180"," ","Saline MO","Elmwood township","Marshall, MO"," ","Malta Bend, MO",139,0.195 
"65339","29195","28216","32180"," ","Saline MO","Grand Pass township","Marshall, MO"," ","Malta Bend, MO",526,0.739 
"65339","29195","46334","32180"," ","Saline MO","Marshall township","Marshall, MO"," ","Malta Bend, MO",14,0.02 
"65339","29195","47702","32180"," ","Saline MO","Miami township","Marshall, MO"," ","Malta Bend, MO",33,0.046 
"65340","29159","31362","42740"," ","Pettis MO","Heath Creek township","Sedalia, MO"," ","Marshall, MO",38,0.002 
"65340","29159","44012","42740"," ","Pettis MO","Longwood township","Sedalia, MO"," ","Marshall, MO",33,0.002 
"65340","29195","02062","32180"," ","Saline MO","Arrow Rock township","Marshall, MO"," ","Marshall, MO",336,0.021 
"65340","29195","06202","32180"," ","Saline MO","Blackwater township","Marshall, MO"," ","Marshall, MO",142,0.009 
"65340","29195","14500","32180"," ","Saline MO","Clay township","Marshall, MO"," ","Marshall, MO",83,0.005 
"65340","29195","22096","32180"," ","Saline MO","Elmwood township","Marshall, MO"," ","Marshall, MO",41,0.003 
"65340","29195","28216","32180"," ","Saline MO","Grand Pass township","Marshall, MO"," ","Marshall, MO",25,0.002 
"65340","29195","42320","32180"," ","Saline MO","Liberty township","Marshall, MO"," ","Marshall, MO",193,0.012 
"65340","29195","46334","32180"," ","Saline MO","Marshall township","Marshall, MO"," ","Marshall, MO",14561,0.914 
"65340","29195","47702","32180"," ","Saline MO","Miami township","Marshall, MO"," ","Marshall, MO",162,0.01 
"65340","29195","65504","32180"," ","Saline MO","Salt Fork township","Marshall, MO"," ","Marshall, MO",323,0.02 
"65344","29195","28216","32180"," ","Saline MO","Grand Pass township","Marshall, MO"," ","Miami, MO",5,0.015 
"65344","29195","47702","32180"," ","Saline MO","Miami township","Marshall, MO"," ","Miami, MO",327,0.985 
"65345","29015","79936"," "," ","Benton MO","Williams township"," "," ","Mora, MO",114,0.295 
"65345","29141","61526"," "," ","Morgan MO","Richland township"," "," ","Mora, MO",73,0.189 
"65345","29159","39926","42740"," ","Pettis MO","Lake Creek township","Sedalia, MO"," ","Mora, MO",200,0.517 
"65347","29053","06166"," "," ","Cooper MO","Blackwater township"," "," ","Nelson, MO",51,0.075 
"65347","29159","31362","42740"," ","Pettis MO","Heath Creek township","Sedalia, MO"," ","Nelson, MO",70,0.103 
"65347","29195","02062","32180"," ","Saline MO","Arrow Rock township","Marshall, MO"," ","Nelson, MO",395,0.58 
"65347","29195","06202","32180"," ","Saline MO","Blackwater township","Marshall, MO"," ","Nelson, MO",147,0.216 
"65347","29195","65504","32180"," ","Saline MO","Salt Fork township","Marshall, MO"," ","Nelson, MO",18,0.026 
"65348","29053","14626"," "," ","Cooper MO","Clear Creek township"," "," ","Otterville, MO",18,0.013 
"65348","29053","38198"," "," ","Cooper MO","Kelly township"," "," ","Otterville, MO",25,0.019 
"65348","29053","41150"," "," ","Cooper MO","Lebanon township"," "," ","Otterville, MO",215,0.159 
"65348","29053","55496"," "," ","Cooper MO","Otterville township"," "," ","Otterville, MO",831,0.616 
"65348","29141","61526"," "," ","Morgan MO","Richland township"," "," ","Otterville, MO",261,0.193 
"65349","29195","02062","32180"," ","Saline MO","Arrow Rock township","Marshall, MO"," ","Slater, MO",6,0.002 
"65349","29195","10702","32180"," ","Saline MO","Cambridge township","Marshall, MO"," ","Slater, MO",2126,0.871 
"65349","29195","14500","32180"," ","Saline MO","Clay township","Marshall, MO"," ","Slater, MO",229,0.094 
"65349","29195","46334","32180"," ","Saline MO","Marshall township","Marshall, MO"," ","Slater, MO",20,0.008 
"65349","29195","47702","32180"," ","Saline MO","Miami township","Marshall, MO"," ","Slater, MO",60,0.025 
"65350","29141","61526"," "," ","Morgan MO","Richland township"," "," ","Smithton, MO",129,0.071 
"65350","29159","07642","42740"," ","Pettis MO","Bowling Green township","Sedalia, MO"," ","Smithton, MO",503,0.276 
"65350","29159","39926","42740"," ","Pettis MO","Lake Creek township","Sedalia, MO"," ","Smithton, MO",247,0.136 
"65350","29159","68402","42740"," ","Pettis MO","Smithton township","Sedalia, MO"," ","Smithton, MO",943,0.518 
"65351","29101","29620","47660"," ","Johnson MO","Grover township","Warrensburg, MO"," ","Sweet Springs, MO",26,0.01 
"65351","29159","06184","42740"," ","Pettis MO","Blackwater township","Sedalia, MO"," ","Sweet Springs, MO",157,0.062 
"65351","29195","22096","32180"," ","Saline MO","Elmwood township","Marshall, MO"," ","Sweet Springs, MO",102,0.04 
"65351","29195","42320","32180"," ","Saline MO","Liberty township","Marshall, MO"," ","Sweet Springs, MO",361,0.143 
"65351","29195","65522","32180"," ","Saline MO","Salt Pond township","Marshall, MO"," ","Sweet Springs, MO",1879,0.744 
"65354","29053","38198"," "," ","Cooper MO","Kelly township"," "," ","Syracuse, MO",19,0.03 
"65354","29053","41150"," "," ","Cooper MO","Lebanon township"," "," ","Syracuse, MO",30,0.048 
"65354","29141","48170"," "," ","Morgan MO","Mill Creek township"," "," ","Syracuse, MO",579,0.922 
"65355","29015","00586"," "," ","Benton MO","Alexander township"," "," ","Warsaw, MO",463,0.044 
"65355","29015","15418"," "," ","Benton MO","Cole township"," "," ","Warsaw, MO",974,0.093 
"65355","29015","26074"," "," ","Benton MO","Fristoe township"," "," ","Warsaw, MO",2395,0.228 
"65355","29015","53142"," "," ","Benton MO","North Lindsey township"," "," ","Warsaw, MO",1675,0.159 
"65355","29015","68933"," "," ","Benton MO","South Lindsey township"," "," ","Warsaw, MO",2822,0.268 
"65355","29015","73564"," "," ","Benton MO","Tom township"," "," ","Warsaw, MO",2040,0.194 
"65355","29015","74500"," "," ","Benton MO","Union township"," "," ","Warsaw, MO",91,0.009 
"65355","29015","79252"," "," ","Benton MO","White township"," "," ","Warsaw, MO",5,0 
"65355","29085","79108"," "," ","Hickory MO","Wheatland township"," "," ","Warsaw, MO",54,0.005 
"65360","29015","79252"," "," ","Benton MO","White township"," "," ","Windsor, MO",373,0.078 
"65360","29083","70018"," "," ","Henry MO","Springfield township"," "," ","Windsor, MO",56,0.012 
"65360","29083","72592"," "," ","Henry MO","Tebo township"," "," ","Windsor, MO",74,0.016 
"65360","29083","80368"," "," ","Henry MO","Windsor township"," "," ","Windsor, MO",3419,0.719 
"65360","29101","36836","47660"," ","Johnson MO","Jefferson township","Warrensburg, MO"," ","Windsor, MO",335,0.07 
"65360","29159","29350","42740"," ","Pettis MO","Green Ridge township","Sedalia, MO"," ","Windsor, MO",406,0.085 
"65360","29159","77650","42740"," ","Pettis MO","Washington township","Sedalia, MO"," ","Windsor, MO",89,0.019 
"65401","29065","77830"," "," ","Dent MO","Watkins township"," "," ","Rolla, MO",510,0.016 
"65401","29125","37394"," "," ","Maries MO","Johnson township"," "," ","Rolla, MO",100,0.003 
"65401","29125","69662"," "," ","Maries MO","Spring Creek township"," "," ","Rolla, MO",157,0.005 
"65401","29161","01918","40620"," ","Phelps MO","Arlington township","Rolla, MO"," ","Rolla, MO",332,0.01 
"65401","29161","15346","40620"," ","Phelps MO","Cold Spring township","Rolla, MO"," ","Rolla, MO",1885,0.058 
"65401","29161","19558","40620"," ","Phelps MO","Dillon township","Rolla, MO"," ","Rolla, MO",8006,0.247 
"65401","29161","47432","40620"," ","Phelps MO","Meramec township","Rolla, MO"," ","Rolla, MO",66,0.002 
"65401","29161","48296","40620"," ","Phelps MO","Miller township","Rolla, MO"," ","Rolla, MO",3625,0.112 
"65401","29161","62930","40620"," ","Phelps MO","Rolla township","Rolla, MO"," ","Rolla, MO",17679,0.546 
"65401","29161","69716","40620"," ","Phelps MO","Spring Creek township","Rolla, MO"," ","Rolla, MO",23,0.001 
"65436","29161","69716","40620"," ","Phelps MO","Spring Creek township","Rolla, MO"," ","Beulah, MO",91,1 
"65438","29149","06058"," "," ","Oregon MO","Black Pond township"," "," ","Birch Tree, MO",164,0.055 
"65438","29149","49754"," "," ","Oregon MO","Moore township"," "," ","Birch Tree, MO",267,0.09 
"65438","29149","80944"," "," ","Oregon MO","Woodside township"," "," ","Birch Tree, MO",2,0.001 
"65438","29203","03484"," "," ","Shannon MO","Bartlett township"," "," ","Birch Tree, MO",315,0.106 
"65438","29203","05752"," "," ","Shannon MO","Birch Tree township"," "," ","Birch Tree, MO",1273,0.427 
"65438","29203","19000"," "," ","Shannon MO","Delaware township"," "," ","Birch Tree, MO",76,0.026 
"65438","29203","49628"," "," ","Shannon MO","Montier township"," "," ","Birch Tree, MO",552,0.185 
"65438","29203","69734"," "," ","Shannon MO","Spring Creek township"," "," ","Birch Tree, MO",304,0.102 
"65438","29203","80530"," "," ","Shannon MO","Winona township"," "," ","Birch Tree, MO",27,0.009 
"65439","29093","19108"," "," ","Iron MO","Dent township"," "," ","Bixby, MO",259,1 
"65440","29065","55118"," "," ","Dent MO","Osage township"," "," ","Boss, MO",369,0.7 
"65440","29179","06094"," "," ","Reynolds MO","Black River township"," "," ","Boss, MO",133,0.252 
"65440","29179","11530"," "," ","Reynolds MO","Carroll township"," "," ","Boss, MO",25,0.047 
"65441","29055","07156"," "," ","Crawford MO","Boone township"," "," ","Bourbon, MO",3800,0.732 
"65441","29055","16930"," "," ","Crawford MO","Courtois township"," "," ","Bourbon, MO",5,0.001 
"65441","29055","42086"," "," ","Crawford MO","Liberty township"," "," ","Bourbon, MO",828,0.159 
"65441","29055","53696"," "," ","Crawford MO","Oak Hill township"," "," ","Bourbon, MO",426,0.082 
"65441","29071","07192","41180"," ","Franklin MO","Boone township","St. Louis, MO-IL"," ","Bourbon, MO",16,0.003 
"65441","29221","37484"," "," ","Washington MO","Johnson township"," "," ","Bourbon, MO",119,0.023 
"65443","29125","48260"," "," ","Maries MO","Miller township"," "," ","Brinktown, MO (PO Boxes)",96,1 
"65444","29215","44660"," "," ","Texas MO","Lynch township"," "," ","Bucyrus, MO",388,0.357 
"65444","29215","50042"," "," ","Texas MO","Morris township"," "," ","Bucyrus, MO",46,0.042 
"65444","29215","57890"," "," ","Texas MO","Piney township"," "," ","Bucyrus, MO",510,0.469 
"65444","29215","75292"," "," ","Texas MO","Upton township"," "," ","Bucyrus, MO",143,0.132 
"65446","29055","55100"," "," ","Crawford MO","Osage township"," "," ","Cherryville, MO",331,1 
"65449","29055","74572"," "," ","Crawford MO","Union township"," "," ","Cook, MO",274,0.781 
"65449","29161","47432","40620"," ","Phelps MO","Meramec township","Rolla, MO"," ","Cook, MO",77,0.219 
"65452","29131","61778"," "," ","Miller MO","Richwoods township"," "," ","Crocker, MO",81,0.024 
"65452","29169","17740","22780"," ","Pulaski MO","Cullen township","Fort Leonard Wood, MO"," ","Crocker, MO",29,0.009 
"65452","29169","42266","22780"," ","Pulaski MO","Liberty township","Fort Leonard Wood, MO"," ","Crocker, MO",24,0.007 
"65452","29169","72448","22780"," ","Pulaski MO","Tavern township","Fort Leonard Wood, MO"," ","Crocker, MO",3111,0.938 
"65452","29169","74878","22780"," ","Pulaski MO","Union township","Fort Leonard Wood, MO"," ","Crocker, MO",70,0.021 
"65453","29055","04618"," "," ","Crawford MO","Benton township"," "," ","Cuba, MO",5428,0.635 
"65453","29055","39242"," "," ","Crawford MO","Knobview township"," "," ","Cuba, MO",1518,0.178 
"65453","29055","47360"," "," ","Crawford MO","Meramec township"," "," ","Cuba, MO",417,0.049 
"65453","29055","53696"," "," ","Crawford MO","Oak Hill township"," "," ","Cuba, MO",1054,0.123 
"65453","29073","09100"," "," ","Gasconade MO","Brush Creek township"," "," ","Cuba, MO",131,0.015 
"65456","29055","55100"," "," ","Crawford MO","Osage township"," "," ","Davisville, MO",518,1 
"65457","29169","17740","22780"," ","Pulaski MO","Cullen township","Fort Leonard Wood, MO"," ","Devils Elbow, MO",338,1 
"65459","29125","07228"," "," ","Maries MO","Boone township"," "," ","Dixon, MO",165,0.02 
"65459","29125","20206"," "," ","Maries MO","Dry Creek township"," "," ","Dixon, MO",602,0.073 
"65459","29125","35918"," "," ","Maries MO","Jackson township"," "," ","Dixon, MO",2,0 
"65459","29125","48260"," "," ","Maries MO","Miller township"," "," ","Dixon, MO",1009,0.123 
"65459","29131","55172"," "," ","Miller MO","Osage township"," "," ","Dixon, MO",42,0.005 
"65459","29131","61778"," "," ","Miller MO","Richwoods township"," "," ","Dixon, MO",227,0.028 
"65459","29161","01918","40620"," ","Phelps MO","Arlington township","Rolla, MO"," ","Dixon, MO",140,0.017 
"65459","29169","17740","22780"," ","Pulaski MO","Cullen township","Fort Leonard Wood, MO"," ","Dixon, MO",1388,0.169 
"65459","29169","72448","22780"," ","Pulaski MO","Tavern township","Fort Leonard Wood, MO"," ","Dixon, MO",1,0 
"65459","29169","74878","22780"," ","Pulaski MO","Union township","Fort Leonard Wood, MO"," ","Dixon, MO",4657,0.566 
"65461","29161","69716","40620"," ","Phelps MO","Spring Creek township","Rolla, MO"," ","Duke, MO",67,0.638 
"65461","29169","57872","22780"," ","Pulaski MO","Piney township","Fort Leonard Wood, MO"," ","Duke, MO",38,0.362 
"65462","29065","77830"," "," ","Dent MO","Watkins township"," "," ","Edgar Springs, MO",129,0.081 
"65462","29161","69716","40620"," ","Phelps MO","Spring Creek township","Rolla, MO"," ","Edgar Springs, MO",1464,0.919 
"65463","29029","63668"," "," ","Camden MO","Russell township"," "," ","Eldridge, MO",7,0.007 
"65463","29059","48188","44180"," ","Dallas MO","Miller township","Springfield, MO"," ","Eldridge, MO",18,0.018 
"65463","29105","02494","30060"," ","Laclede MO","Auglaize township","Lebanon, MO"," ","Eldridge, MO",89,0.088 
"65463","29105","21556","30060"," ","Laclede MO","Eldridge township","Lebanon, MO"," ","Eldridge, MO",743,0.735 
"65463","29105","70072","30060"," ","Laclede MO","Spring Hollow township","Lebanon, MO"," ","Eldridge, MO",154,0.152 
"65464","29215","11854"," "," ","Texas MO","Cass township"," "," ","Elk Creek, MO",377,0.766 
"65464","29215","55820"," "," ","Texas MO","Ozark township"," "," ","Elk Creek, MO",114,0.232 
